# Station: 40.1020N, -88.2272W
           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s            hPa             °C              %            m/s              °              m
---------------------------------------------------------------------------------------------------------
         1035.0         690.09         -13.79           4.84           21.1            284         2738.7
         1036.0         689.87         -13.80           4.77           21.1            284         2741.1
         1037.0         689.66         -13.85           4.81           21.2            284         2743.4
         1038.0         689.44         -13.83           4.82           21.2            284         2745.8
         1039.0         689.25         -13.83           4.84           21.2            284         2747.9
         1040.0         689.05         -13.84           4.96           21.2            284         2750.1
         1041.0         688.83         -13.87           4.95           21.2            284         2752.4
         1042.0         688.65         -13.88           4.90           21.2            284         2754.4
         1043.0         688.47         -13.88           4.98           21.3            284         2756.4
         1044.0         688.29         -13.92           5.09           21.3            284         2758.4
         1045.0         688.11         -13.93           5.05           21.3            284         2760.4
         1046.0         687.93         -13.96           5.13           21.3            284         2762.4
         1047.0         687.75         -13.95           5.08           21.3            284         2764.4
         1048.0         687.57         -13.96           5.15           21.3            284         2766.4
         1049.0         687.39         -13.96           5.17           21.4            284         2768.4
         1050.0         687.20         -13.93           5.16           21.4            284         2770.4
         1051.0         687.02         -13.96           5.23           21.4            284         2772.4
         1052.0         686.82         -14.01           5.13           21.4            284         2774.6
         1053.0         686.64         -14.02           5.30           21.4            284         2776.6
         1054.0         686.46         -14.01           5.30           21.5            284         2778.6
         1055.0         686.28         -14.01           5.43           21.5            284         2780.6
         1056.0         686.08         -14.08           5.50           21.5            284         2782.8
         1057.0         685.90         -14.08           5.59           21.5            284         2784.8
         1058.0         685.70         -14.09           5.62           21.5            284         2787.0
         1059.0         685.51         -14.03           5.52           21.6            284         2789.2
         1060.0         685.31         -14.09           5.58           21.6            284         2791.4
         1061.0         685.11         -14.09           5.54           21.6            284         2793.6
         1062.0         684.90         -14.09           5.54           21.6            284         2795.9
         1063.0         684.68         -14.09           5.61           21.6            284         2798.4
         1064.0         684.48         -14.13           5.59           21.7            284         2800.6
         1065.0         684.27         -14.17           5.55           21.7            284         2802.9
         1066.0         684.02         -14.21           5.63           21.7            284         2805.7
         1067.0         683.85         -14.19           5.73           21.7            284         2807.6
         1068.0         683.67         -14.22           5.67           21.7            284         2809.6
         1069.0         683.50         -14.19           5.65           21.8            284         2811.4
         1070.0         683.32         -14.21           5.59           21.8            284         2813.4
         1071.0         683.13         -14.23           5.64           21.8            284         2815.5
         1072.0         682.94         -14.20           5.71           21.8            284         2817.6
         1073.0         682.75         -14.17           5.62           21.8            284         2819.7
         1074.0         682.56         -14.27           5.61           21.9            284         2821.9
         1075.0         682.36         -14.28           5.60           21.9            284         2824.0
         1076.0         682.16         -14.29           5.64           21.9            284         2826.3
         1077.0         681.95         -14.31           5.64           21.9            284         2828.6
         1078.0         681.78         -14.26           5.63           21.9            284         2830.5
         1079.0         681.57         -14.25           5.61           22.0            284         2832.8
         1080.0         681.38         -14.25           5.66           22.0            284         2835.0
         1081.0         681.17         -14.29           5.62           22.0            284         2837.3
         1082.0         680.97         -14.33           5.60           22.0            284         2839.5
         1083.0         680.77         -14.32           5.64           22.0            284         2841.7
         1084.0         680.57         -14.32           5.57           22.0            284         2843.9
         1085.0         680.38         -14.35           5.73           22.1            284         2846.1
         1086.0         680.18         -14.40           5.63           22.1            284         2848.3
         1087.0         680.00         -14.41           5.60           22.1            284         2850.3
         1088.0         679.82         -14.38           5.57           22.1            284         2852.3
         1089.0         679.66         -14.41           5.56           22.1            284         2854.1
         1090.0         679.50         -14.41           5.57           22.2            284         2855.9
         1091.0         679.34         -14.41           5.43           22.2            284         2857.7
         1092.0         679.18         -14.47           5.41           22.2            284         2859.5
         1093.0         679.00         -14.42           5.40           22.2            284         2861.5
         1094.0         678.80         -14.39           5.53           22.2            284         2863.7
         1095.0         678.60         -14.39           5.48           22.2            284         2865.9
         1096.0         678.41         -14.42           5.46           22.3            284         2868.1
         1097.0         678.21         -14.47           5.35           22.3            283         2870.3
         1098.0         678.03         -14.51           5.33           22.3            283         2872.3
         1099.0         677.85         -14.52           5.32           22.3            283         2874.3
         1100.0         677.69         -14.45           5.25           22.3            283         2876.1
         1101.0         677.53         -14.45           5.20           22.4            283         2877.9
         1102.0         677.37         -14.46           5.21           22.4            283         2879.7
         1103.0         677.21         -14.46           5.30           22.4            283         2881.5
         1104.0         677.05         -14.52           5.21           22.4            283         2883.3
         1105.0         676.89         -14.57           5.15           22.4            283         2885.1
         1106.0         676.73         -14.57           5.13           22.4            283         2886.9
         1107.0         676.57         -14.51           5.11           22.4            283         2888.7
         1108.0         676.41         -14.53           5.23           22.5            283         2890.5
         1109.0         676.26         -14.58           5.19           22.5            283         2892.0
         1110.0         676.10         -14.63           5.17           22.5            283         2893.8
         1111.0         675.94         -14.60           5.22           22.5            283         2895.6
         1112.0         675.78         -14.58           5.39           22.5            283         2897.4
         1113.0         675.64         -14.57           5.40           22.5            283         2899.0
         1114.0         675.48         -14.57           5.37           22.6            283         2900.8
         1115.0         675.32         -14.61           5.35           22.6            283         2902.6
         1116.0         675.16         -14.64           5.38           22.6            283         2904.4
         1117.0         675.00         -14.65           5.43           22.6            283         2906.2
         1118.0         674.84         -14.66           5.38           22.6            283         2908.0
         1119.0         674.68         -14.69           5.39           22.7            283         2909.8
         1120.0         674.52         -14.70           5.42           22.7            283         2911.6
         1121.0         674.36         -14.70           5.54           22.7            283         2913.4
         1122.0         674.20         -14.66           5.51           22.7            283         2915.2
         1123.0         674.04         -14.63           5.59           22.7            283         2917.0
         1124.0         673.88         -14.64           5.55           22.7            283         2918.8
         1125.0         673.71         -14.63           5.64           22.7            283         2920.6
         1126.0         673.55         -14.66           5.67           22.7            283         2922.4
         1127.0         673.39         -14.72           5.56           22.7            283         2924.2
         1128.0         673.22         -14.72           5.55           22.7            283         2926.2
         1129.0         673.04         -14.66           5.60           22.7            283         2928.2
         1130.0         672.86         -14.71           5.73           22.8            283         2930.2
         1131.0         672.68         -14.71           5.65           22.8            283         2932.2
         1132.0         672.51         -14.72           5.66           22.8            283         2934.2
         1133.0         672.33         -14.72           5.55           22.8            283         2936.2
         1134.0         672.16         -14.70           5.57           22.8            283         2938.0
         1135.0         672.00         -14.69           5.67           22.8            283         2939.9
         1136.0         671.83         -14.69           5.60           22.8            283         2941.8
         1137.0         671.67         -14.77           5.65           22.8            283         2943.6
         1138.0         671.51         -14.73           5.73           22.8            283         2945.4
         1139.0         671.35         -14.69           5.69           22.8            283         2947.2
         1140.0         671.18         -14.70           5.77           22.8            282         2949.2
         1141.0         671.00         -14.71           5.71           22.8            282         2951.2
         1142.0         670.82         -14.69           5.67           22.8            282         2953.2
         1143.0         670.66         -14.78           5.64           22.8            282         2955.0
         1144.0         670.49         -14.75           5.78           22.8            282         2956.9
         1145.0         670.33         -14.77           5.74           22.8            282         2958.7
         1146.0         670.18         -14.78           5.75           22.8            282         2960.4
         1147.0         670.03         -14.80           5.68           22.8            282         2962.1
         1148.0         669.88         -14.81           5.68           22.9            282         2963.8
         1149.0         669.71         -14.83           5.66           22.9            282         2965.7
         1150.0         669.55         -14.80           5.65           22.9            282         2967.5
         1151.0         669.39         -14.84           5.66           22.9            282         2969.4
         1152.0         669.23         -14.84           5.58           22.9            282         2971.1
         1153.0         669.05         -14.85           5.71           22.9            282         2973.1
         1154.0         668.88         -14.85           5.67           22.9            282         2975.1
         1155.0         668.70         -14.88           5.67           22.9            282         2977.1
         1156.0         668.54         -14.85           5.68           22.9            282         2978.9
         1157.0         668.36         -14.78           5.73           23.0            282         2980.9
         1158.0         668.21         -14.79           5.72           23.0            282         2982.7
         1159.0         668.03         -14.84           5.64           23.0            282         2984.7
         1160.0         667.85         -14.90           5.55           23.0            282         2986.7
         1161.0         667.66         -14.91           5.47           23.0            282         2988.9
         1162.0         667.48         -14.90           5.65           23.0            282         2990.9
         1163.0         667.29         -14.89           5.57           23.0            282         2993.1
         1164.0         667.13         -14.85           5.52           23.1            282         2994.9
         1165.0         666.99         -14.83           5.45           23.1            282         2996.5
         1166.0         666.85         -14.79           5.39           23.1            282         2998.1
         1167.0         666.71         -14.85           5.50           23.1            282         2999.7
         1168.0         666.58         -14.85           5.50           23.1            282         3001.1
         1169.0         666.46         -14.90           5.54           23.1            282         3002.5
         1170.0         666.32         -14.92           5.49           23.1            282         3004.1
         1171.0         666.18         -14.91           5.59           23.1            282         3005.7
         1172.0         666.04         -14.94           5.47           23.1            282         3007.3
         1173.0         665.88         -14.95           5.43           23.1            282         3009.1
         1174.0         665.70         -14.92           5.42           23.1            282         3011.1
         1175.0         665.53         -14.99           5.40           23.1            282         3013.1
         1176.0         665.35         -14.96           5.55           23.1            282         3015.1
         1177.0         665.18         -14.95           5.49           23.2            282         3017.1
         1178.0         665.00         -15.01           5.46           23.2            282         3019.1
         1179.0         664.82         -15.01           5.40           23.2            282         3021.1
         1180.0         664.65         -14.92           5.52           23.2            282         3023.1
         1181.0         664.49         -14.96           5.40           23.2            282         3024.9
         1182.0         664.33         -14.98           5.41           23.2            282         3026.7
         1183.0         664.17         -15.01           5.36           23.2            282         3028.5
         1184.0         664.02         -15.07           5.32           23.2            282         3030.3
         1185.0         663.88         -15.05           5.43           23.2            282         3031.8
         1186.0         663.72         -15.01           5.35           23.2            282         3033.6
         1187.0         663.56         -15.09           5.34           23.2            282         3035.4
         1188.0         663.40         -15.06           5.26           23.2            282         3037.2
         1189.0         663.26         -15.06           5.39           23.3            282         3038.8
         1190.0         663.09         -15.05           5.33           23.3            282         3040.8
         1191.0         662.91         -15.00           5.26           23.3            282         3042.8
         1192.0         662.74         -15.02           5.29           23.3            282         3044.8
         1193.0         662.56         -15.02           5.23           23.3            282         3046.8
         1194.0         662.37         -15.02           5.27           23.3            282         3049.0
         1195.0         662.18         -15.03           5.21           23.3            282         3051.2
         1196.0         661.98         -15.04           5.15           23.3            282         3053.4
         1197.0         661.79         -15.03           5.13           23.3            282         3055.6
         1198.0         661.60         -15.09           5.22           23.3            282         3057.8
         1199.0         661.42         -15.10           5.16           23.4            282         3059.8
         1200.0         661.27         -15.08           5.14           23.4            282         3061.6
         1201.0         661.09         -15.06           5.10           23.4            282         3063.6
         1202.0         660.92         -15.09           5.10           23.4            282         3065.6
         1203.0         660.76         -15.11           5.12           23.4            282         3067.4
         1204.0         660.59         -15.13           4.94           23.4            282         3069.4
         1205.0         660.41         -15.14           4.89           23.4            282         3071.4
         1206.0         660.25         -15.12           4.81           23.4            282         3073.2
         1207.0         660.10         -15.11           4.97           23.4            282         3075.0
         1208.0         659.92         -15.13           4.92           23.4            282         3077.0
         1209.0         659.75         -15.12           4.91           23.4            282         3079.0
         1210.0         659.56         -15.17           4.89           23.4            282         3081.2
         1211.0         659.36         -15.19           4.91           23.4            282         3083.4
         1212.0         659.17         -15.16           4.95           23.4            282         3085.6
         1213.0         658.98         -15.16           4.92           23.4            282         3087.8
         1214.0         658.77         -15.13           4.89           23.4            282         3090.2
         1215.0         658.58         -15.16           4.88           23.4            282         3092.4
         1216.0         658.39         -15.13           4.97           23.4            282         3094.6
         1217.0         658.20         -15.20           4.83           23.4            282         3096.8
         1218.0         657.99         -15.22           4.80           23.4            282         3099.2
         1219.0         657.80         -15.25           4.73           23.4            282         3101.3
         1220.0         657.59         -15.27           4.67           23.4            282         3103.7
         1221.0         657.38         -15.25           4.78           23.4            282         3106.1
         1222.0         657.17         -15.27           4.73           23.4            282         3108.5
         1223.0         656.98         -15.27           4.73           23.4            282         3110.7
         1224.0         656.79         -15.22           4.75           23.4            282         3112.9
         1225.0         656.61         -15.22           4.67           23.4            282         3114.9
         1226.0         656.44         -15.23           4.81           23.4            282         3116.9
         1227.0         656.27         -15.29           4.72           23.4            282         3118.9
         1228.0         656.08         -15.32           4.75           23.4            282         3121.1
         1229.0         655.88         -15.32           4.77           23.5            282         3123.3
         1230.0         655.69         -15.30           4.91           23.5            282         3125.5
         1231.0         655.50         -15.22           4.81           23.5            282         3127.7
         1232.0         655.31         -15.22           4.73           23.5            282         3129.9
         1233.0         655.14         -15.34           4.73           23.5            282         3131.9
         1234.0         654.97         -15.39           4.69           23.5            282         3133.9
         1235.0         654.79         -15.30           4.77           23.5            282         3135.9
         1236.0         654.62         -15.34           4.71           23.5            282         3137.9
         1237.0         654.43         -15.40           4.70           23.5            282         3140.1
         1238.0         654.24         -15.48           4.71           23.6            282         3142.3
         1239.0         654.05         -15.50           4.81           23.6            282         3144.5
         1240.0         653.86         -15.49           4.71           23.6            282         3146.7
         1241.0         653.67         -15.48           4.72           23.6            282         3148.9
         1242.0         653.49         -15.46           4.76           23.6            282         3150.9
         1243.0         653.32         -15.45           4.83           23.6            282         3152.9
         1244.0         653.15         -15.52           4.90           23.6            282         3154.9
         1245.0         652.99         -15.56           4.84           23.6            282         3156.7
         1246.0         652.84         -15.60           4.88           23.6            282         3158.5
         1247.0         652.68         -15.58           4.85           23.7            282         3160.3
         1248.0         652.51         -15.62           5.05           23.7            282         3162.3
         1249.0         652.33         -15.61           5.01           23.7            281         3164.3
         1250.0         652.13         -15.61           5.00           23.7            281         3166.7
         1251.0         651.92         -15.62           5.02           23.7            281         3169.0
         1252.0         651.71         -15.61           5.02           23.7            281         3171.4
         1253.0         651.51         -15.67           5.06           23.7            281         3173.8
         1254.0         651.28         -15.67           5.01           23.7            281         3176.4
         1255.0         651.07         -15.66           4.97           23.7            281         3178.8
         1256.0         650.88         -15.68           5.03           23.7            281         3181.0
         1257.0         650.70         -15.74           5.13           23.7            281         3183.2
         1258.0         650.51         -15.68           4.98           23.8            281         3185.4
         1259.0         650.33         -15.74           5.04           23.8            281         3187.4
         1260.0         650.16         -15.72           5.11           23.8            281         3189.4
         1261.0         649.95         -15.68           5.19           23.8            281         3191.8
         1262.0         649.75         -15.72           5.32           23.8            281         3194.2
         1263.0         649.56         -15.74           5.28           23.8            281         3196.4
         1264.0         649.37         -15.73           5.26           23.8            281         3198.6
         1265.0         649.18         -15.79           5.25           23.8            281         3200.8
         1266.0         649.01         -15.82           5.25           23.8            280         3202.8
         1267.0         648.84         -15.75           5.16           23.8            280         3204.8
         1268.0         648.65         -15.77           5.16           23.8            280         3207.0
         1269.0         648.46         -15.75           5.20           23.8            280         3209.2
         1270.0         648.27         -15.80           5.22           23.8            280         3211.4
         1271.0         648.06         -15.86           5.31           23.8            280         3213.8
         1272.0         647.86         -15.85           5.21           23.8            280         3216.2
         1273.0         647.65         -15.82           5.17           23.8            280         3218.6
         1274.0         647.44         -15.83           5.10           23.8            280         3221.0
         1275.0         647.24         -15.89           5.25           23.8            280         3223.4
         1276.0         647.05         -15.90           5.11           23.8            280         3225.6
         1277.0         646.86         -15.91           5.05           23.8            280         3227.8
         1278.0         646.67         -15.91           4.99           23.8            280         3230.0
         1279.0         646.50         -15.88           4.87           23.8            280         3232.0
         1280.0         646.33         -15.86           5.03           23.8            279         3233.9
         1281.0         646.14         -15.90           4.98           23.8            279         3236.1
         1282.0         645.95         -15.92           5.02           23.8            279         3238.3
         1283.0         645.76         -15.91           5.02           23.8            279         3240.5
         1284.0         645.56         -15.87           5.14           23.9            279         3242.9
         1285.0         645.35         -15.92           5.02           23.9            279         3245.3
         1286.0         645.15         -15.95           4.94           23.9            279         3247.7
         1287.0         644.94         -15.96           4.91           23.9            279         3250.1
         1288.0         644.75         -16.01           4.89           23.9            279         3252.3
         1289.0         644.57         -16.04           4.99           23.9            279         3254.5
         1290.0         644.38         -16.04           4.85           23.9            279         3256.7
         1291.0         644.21         -16.05           4.76           23.9            279         3258.7
         1292.0         644.04         -16.03           4.69           23.9            279         3260.7
         1293.0         643.85         -16.10           4.86           23.9            279         3262.9
         1294.0         643.64         -16.08           4.78           23.9            279         3265.3
         1295.0         643.42         -16.07           4.79           23.9            279         3267.9
         1296.0         643.20         -16.10           4.79           23.9            279         3270.5
         1297.0         642.98         -16.08           4.79           23.9            279         3273.1
         1298.0         642.75         -16.09           4.91           23.9            279         3275.7
         1299.0         642.55         -16.18           4.86           23.9            279         3278.1
         1300.0         642.36         -16.20           4.88           23.9            279         3280.3
         1301.0         642.16         -16.19           4.87           23.9            279         3282.7
         1302.0         641.89         -16.20           4.87           23.9            279         3285.9
         1303.0         641.63         -16.22           4.90           23.9            279         3288.9
         1304.0         641.34         -16.22           4.85           23.9            279         3292.3
         1305.0         641.05         -16.26           4.86           23.9            279         3295.7
         1306.0         640.76         -16.25           4.93           23.9            279         3299.0
         1307.0         640.54         -16.26           5.06           23.9            279         3301.6
         1308.0         640.32         -16.24           4.98           23.9            279         3304.2
         1309.0         640.11         -16.17           4.97           23.9            279         3306.6
         1310.0         639.91         -16.29           4.90           23.9            279         3309.0
         1311.0         639.72         -16.29           4.90           23.9            279         3311.2
         1312.0         639.54         -16.37           4.95           23.9            279         3313.4
         1313.0         639.38         -16.32           4.83           23.9            279         3315.2
         1314.0         639.28         -16.28           4.79           23.9            279         3316.4
         1315.0         639.18         -16.23           4.85           23.9            279         3317.6
         1316.0         639.06         -16.25           4.97           23.9            279         3319.0
         1317.0         638.96         -16.22           4.88           23.9            279         3320.2
         1318.0         638.82         -16.24           4.84           23.9            279         3321.8
         1319.0         638.67         -16.26           4.76           23.9            279         3323.6
         1320.0         638.54         -16.30           4.75           23.9            279         3325.2
         1321.0         638.42         -16.26           4.80           23.9            279         3326.6
         1322.0         638.26         -16.31           4.68           23.9            279         3328.4
         1323.0         638.13         -16.30           4.68           23.9            279         3330.0
         1324.0         637.98         -16.23           4.56           23.9            279         3331.8
         1325.0         637.81         -16.22           4.69           23.9            279         3333.8
         1326.0         637.64         -16.28           4.62           23.9            279         3335.8
         1327.0         637.50         -16.29           4.55           23.9            280         3337.4
         1328.0         637.33         -16.30           4.54           23.9            280         3339.4
         1329.0         637.16         -16.34           4.55           23.9            280         3341.4
         1330.0         636.99         -16.36           4.61           23.9            280         3343.4
         1331.0         636.83         -16.34           4.48           23.9            280         3345.4
         1332.0         636.64         -16.36           4.48           23.9            280         3347.6
         1333.0         636.47         -16.36           4.53           23.9            280         3349.6
         1334.0         636.30         -16.35           4.66           23.9            280         3351.6
         1335.0         636.13         -16.42           4.57           23.9            280         3353.6
         1336.0         635.96         -16.41           4.58           23.9            280         3355.6
         1337.0         635.79         -16.42           4.54           23.9            280         3357.6
         1338.0         635.63         -16.45           4.55           23.9            280         3359.6
         1339.0         635.46         -16.41           4.72           23.9            280         3361.6
         1340.0         635.29         -16.42           4.65           23.9            280         3363.6
         1341.0         635.12         -16.42           4.71           24.0            280         3365.5
         1342.0         634.95         -16.43           4.65           24.0            280         3367.5
         1343.0         634.78         -16.42           4.79           24.0            280         3369.5
         1344.0         634.63         -16.41           4.71           24.0            280         3371.3
         1345.0         634.48         -16.43           4.63           24.0            280         3373.1
         1346.0         634.33         -16.46           4.63           24.0            280         3374.9
         1347.0         634.17         -16.50           4.56           24.0            280         3376.7
         1348.0         634.02         -16.47           4.66           24.0            280         3378.5
         1349.0         633.85         -16.48           4.59           24.0            280         3380.5
         1350.0         633.69         -16.53           4.57           24.0            280         3382.5
         1351.0         633.52         -16.54           4.52           24.0            280         3384.5
         1352.0         633.37         -16.54           4.63           24.0            280         3386.3
         1353.0         633.20         -16.54           4.54           24.0            280         3388.3
         1354.0         633.03         -16.54           4.53           24.0            280         3390.3
         1355.0         632.86         -16.54           4.47           24.0            280         3392.3
         1356.0         632.69         -16.54           4.46           24.0            280         3394.3
         1357.0         632.51         -16.55           4.57           24.0            280         3396.5
         1358.0         632.34         -16.57           4.49           24.0            280         3398.5
         1359.0         632.17         -16.59           4.40           24.0            280         3400.5
         1360.0         632.00         -16.60           4.36           24.0            280         3402.5
         1361.0         631.84         -16.63           4.49           24.1            280         3404.5
         1362.0         631.67         -16.57           4.31           24.1            280         3406.5
         1363.0         631.50         -16.62           4.38           24.1            280         3408.5
         1364.0         631.33         -16.63           4.38           24.1            280         3410.5
         1365.0         631.16         -16.64           4.36           24.1            280         3412.5
         1366.0         631.00         -16.69           4.45           24.1            280         3414.5
         1367.0         630.83         -16.68           4.41           24.1            280         3416.5
         1368.0         630.66         -16.68           4.44           24.2            280         3418.5
         1369.0         630.51         -16.70           4.40           24.2            280         3420.3
         1370.0         630.36         -16.68           4.53           24.2            280         3422.1
         1371.0         630.21         -16.69           4.41           24.2            280         3423.9
         1372.0         630.06         -16.69           4.36           24.2            280         3425.7
         1373.0         629.91         -16.69           4.45           24.2            280         3427.5
         1374.0         629.72         -16.69           4.43           24.2            280         3429.6
         1375.0         629.54         -16.71           4.52           24.2            279         3431.8
         1376.0         629.35         -16.75           4.42           24.2            279         3434.0
         1377.0         629.17         -16.69           4.40           24.3            279         3436.2
         1378.0         628.98         -16.69           4.38           24.3            279         3438.4
         1379.0         628.82         -16.69           4.40           24.3            279         3440.4
         1380.0         628.65         -16.73           4.49           24.3            279         3442.4
         1381.0         628.47         -16.75           4.44           24.3            279         3444.6
         1382.0         628.22         -16.75           4.39           24.3            279         3447.6
         1383.0         627.96         -16.70           4.41           24.3            279         3450.6
         1384.0         627.73         -16.75           4.52           24.3            279         3453.4
         1385.0         627.48         -16.75           4.34           24.4            279         3456.4
         1386.0         627.26         -16.80           4.34           24.4            279         3459.0
         1387.0         627.11         -16.77           4.38           24.4            279         3460.8
         1388.0         627.00         -16.76           4.32           24.4            279         3462.2
         1389.0         626.86         -16.75           4.40           24.4            279         3463.8
         1390.0         626.75         -16.77           4.35           24.5            279         3465.2
         1391.0         626.63         -16.80           4.39           24.5            279         3466.6
         1392.0         626.50         -16.75           4.35           24.5            278         3468.2
         1393.0         626.35         -16.76           4.45           24.5            278         3470.0
         1394.0         626.20         -16.79           4.30           24.5            278         3471.8
         1395.0         626.05         -16.88           4.26           24.6            278         3473.6
         1396.0         625.88         -16.93           4.23           24.6            278         3475.6
         1397.0         625.71         -16.92           4.22           24.6            278         3477.6
         1398.0         625.53         -16.95           4.32           24.6            278         3479.8
         1399.0         625.35         -16.88           4.35           24.6            278         3482.0
         1400.0         625.16         -16.95           4.30           24.7            278         3484.2
         1401.0         624.96         -16.98           4.29           24.7            278         3486.6
         1402.0         624.78         -16.94           4.40           24.7            278         3488.8
         1403.0         624.60         -16.97           4.33           24.7            278         3490.9
         1404.0         624.41         -16.94           4.37           24.8            278         3493.1
         1405.0         624.25         -16.99           4.24           24.8            278         3495.1
         1406.0         624.10         -17.03           4.30           24.8            278         3496.9
         1407.0         623.93         -17.03           4.35           24.8            278         3498.9
         1408.0         623.77         -17.03           4.20           24.8            278         3500.9
         1409.0         623.60         -17.03           4.25           24.8            278         3502.9
         1410.0         623.42         -17.06           4.28           24.9            278         3505.1
         1411.0         623.24         -17.09           4.32           24.9            277         3507.3
         1412.0         623.09         -17.09           4.22           24.9            277         3509.1
         1413.0         622.94         -17.13           4.21           24.9            277         3510.9
         1414.0         622.79         -17.13           4.17           24.9            277         3512.7
         1415.0         622.64         -17.12           4.16           24.9            277         3514.5
         1416.0         622.49         -17.15           4.28           25.0            277         3516.3
         1417.0         622.32         -17.15           4.23           25.0            277         3518.3
         1418.0         622.16         -17.14           4.27           25.0            277         3520.3
         1419.0         621.99         -17.13           4.31           25.0            277         3522.3
         1420.0         621.83         -17.19           4.35           25.0            277         3524.3
         1421.0         621.66         -17.20           4.26           25.0            277         3526.3
         1422.0         621.49         -17.26           4.28           25.0            277         3528.3
         1423.0         621.34         -17.28           4.24           25.0            277         3530.1
         1424.0         621.20         -17.28           4.24           25.0            277         3531.9
         1425.0         621.03         -17.31           4.29           25.0            277         3533.9
         1426.0         620.86         -17.32           4.26           25.0            277         3535.9
         1427.0         620.70         -17.28           4.32           25.0            277         3537.9
         1428.0         620.53         -17.30           4.37           25.0            277         3539.9
         1429.0         620.35         -17.35           4.48           25.1            277         3542.1
         1430.0         620.19         -17.39           4.35           25.1            277         3544.1
         1431.0         620.04         -17.39           4.35           25.1            277         3545.9
         1432.0         619.92         -17.36           4.35           25.1            277         3547.3
         1433.0         619.79         -17.35           4.38           25.1            277         3548.9
         1434.0         619.67         -17.36           4.51           25.1            277         3550.3
         1435.0         619.54         -17.35           4.40           25.1            277         3551.9
         1436.0         619.39         -17.35           4.46           25.1            277         3553.6
         1437.0         619.19         -17.34           4.40           25.1            277         3556.0
         1438.0         619.00         -17.41           4.51           25.1            277         3558.4
         1439.0         618.80         -17.41           4.40           25.1            277         3560.8
         1440.0         618.62         -17.46           4.40           25.1            277         3563.0
         1441.0         618.42         -17.46           4.45           25.2            277         3565.4
         1442.0         618.24         -17.41           4.44           25.2            277         3567.6
         1443.0         618.06         -17.46           4.47           25.2            277         3569.8
         1444.0         617.87         -17.46           4.36           25.2            277         3572.0
         1445.0         617.68         -17.51           4.36           25.2            277         3574.4
         1446.0         617.50         -17.56           4.37           25.2            277         3576.6
         1447.0         617.31         -17.56           4.40           25.2            277         3578.8
         1448.0         617.13         -17.57           4.52           25.2            277         3581.0
         1449.0         616.95         -17.58           4.40           25.2            277         3583.2
         1450.0         616.79         -17.56           4.36           25.2            278         3585.2
         1451.0         616.62         -17.61           4.34           25.2            278         3587.2
         1452.0         616.44         -17.59           4.39           25.3            278         3589.4
         1453.0         616.26         -17.65           4.36           25.3            278         3591.6
         1454.0         616.08         -17.64           4.44           25.3            278         3593.8
         1455.0         615.90         -17.63           4.30           25.3            278         3596.0
