# Station: 40.1020N, -88.2272W
           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s            hPa             °C              %            m/s              °              m
---------------------------------------------------------------------------------------------------------
          559.0         793.98         -13.48          30.07           16.9            287         1671.7
          560.0         793.73         -13.46          29.90           16.9            287         1674.1
          561.0         793.48         -13.43          29.43           16.8            287         1676.5
          562.0         793.21         -13.33          29.09           16.8            287         1679.1
          563.0         792.92         -13.27          28.68           16.7            287         1681.9
          564.0         792.63         -13.23          28.66           16.7            287         1684.7
          565.0         792.33         -13.13          28.37           16.7            287         1687.5
          566.0         792.04         -13.16          28.27           16.6            287         1690.3
          567.0         791.75         -13.11          28.14           16.6            287         1693.1
          568.0         791.48         -13.14          27.94           16.6            287         1695.7
          569.0         791.21         -13.13          27.85           16.5            287         1698.3
          570.0         790.94         -13.07          27.52           16.5            288         1700.9
          571.0         790.67         -13.12          27.09           16.5            288         1703.5
          572.0         790.40         -13.10          26.59           16.5            288         1706.1
          573.0         790.13         -13.08          26.78           16.4            288         1708.7
          574.0         789.86         -13.05          26.62           16.4            288         1711.3
          575.0         789.59         -13.00          26.41           16.4            288         1713.9
          576.0         789.35         -13.06          26.13           16.4            288         1716.3
          577.0         789.10         -12.98          25.68           16.4            288         1718.7
          578.0         788.85         -12.94          25.13           16.4            288         1721.1
          579.0         788.60         -12.86          24.37           16.3            289         1723.5
          580.0         788.35         -12.75          23.59           16.3            289         1725.9
          581.0         788.08         -12.73          22.90           16.3            289         1728.5
          582.0         787.84         -12.70          22.97           16.3            289         1730.9
          583.0         787.59         -12.71          22.72           16.3            289         1733.3
          584.0         787.34         -12.71          22.53           16.3            289         1735.7
          585.0         787.07         -12.72          22.25           16.3            289         1738.3
          586.0         786.80         -12.70          22.04           16.3            289         1740.9
          587.0         786.54         -12.71          22.07           16.3            290         1743.5
          588.0         786.25         -12.75          21.92           16.2            290         1746.3
          589.0         785.96         -12.75          21.70           16.2            290         1749.1
          590.0         785.69         -12.73          21.55           16.2            290         1751.6
          591.0         785.42         -12.79          21.73           16.2            290         1754.2
          592.0         785.14         -12.76          21.45           16.2            290         1757.0
          593.0         784.85         -12.75          21.23           16.2            291         1759.8
          594.0         784.56         -12.76          20.95           16.2            291         1762.6
          595.0         784.25         -12.75          20.69           16.2            291         1765.6
          596.0         783.94         -12.74          20.81           16.2            291         1768.6
          597.0         783.64         -12.71          20.62           16.3            291         1771.6
          598.0         783.33         -12.75          20.56           16.3            291         1774.6
          599.0         783.04         -12.75          20.28           16.3            291         1777.4
          600.0         782.75         -12.72          19.92           16.3            292         1780.2
          601.0         782.49         -12.70          19.70           16.3            292         1782.8
          602.0         782.22         -12.69          19.08           16.3            292         1785.4
          603.0         781.95         -12.68          18.52           16.3            292         1788.0
          604.0         781.67         -12.64          17.92           16.3            292         1790.8
          605.0         781.38         -12.62          17.97           16.3            292         1793.6
          606.0         781.07         -12.63          17.70           16.3            292         1796.6
          607.0         780.79         -12.61          17.52           16.3            292         1799.4
          608.0         780.50         -12.65          17.36           16.3            292         1802.2
          609.0         780.24         -12.64          17.08           16.3            293         1804.8
          610.0         779.97         -12.67          17.11           16.3            293         1807.4
          611.0         779.72         -12.68          17.00           16.3            293         1809.8
          612.0         779.48         -12.73          16.92           16.3            293         1812.2
          613.0         779.23         -12.69          16.86           16.3            293         1814.6
          614.0         778.99         -12.69          17.02           16.3            293         1817.0
          615.0         778.76         -12.71          16.91           16.3            293         1819.2
          616.0         778.52         -12.79          16.70           16.3            293         1821.6
          617.0         778.28         -12.74          16.52           16.3            293         1824.0
          618.0         778.03         -12.78          16.39           16.3            293         1826.4
          619.0         777.79         -12.75          16.53           16.3            293         1828.8
          620.0         777.52         -12.76          16.53           16.3            293         1831.4
          621.0         777.26         -12.78          16.49           16.3            293         1834.0
          622.0         776.97         -12.83          16.39           16.3            293         1836.8
          623.0         776.69         -12.85          16.47           16.3            293         1839.6
          624.0         776.40         -12.79          16.28           16.3            293         1842.4
          625.0         776.12         -12.80          16.22           16.3            293         1845.1
          626.0         775.83         -12.84          16.25           16.3            293         1847.9
          627.0         775.57         -12.79          16.31           16.3            293         1850.5
          628.0         775.30         -12.79          16.45           16.4            293         1853.1
          629.0         775.02         -12.78          16.47           16.4            293         1855.9
          630.0         774.75         -12.78          16.45           16.4            293         1858.5
          631.0         774.49         -12.72          16.44           16.4            293         1861.1
          632.0         774.21         -12.77          16.42           16.4            293         1863.9
          633.0         773.92         -12.78          16.24           16.4            293         1866.7
          634.0         773.64         -12.80          16.06           16.4            293         1869.5
          635.0         773.35         -12.82          15.77           16.4            292         1872.3
          636.0         773.07         -12.82          15.49           16.4            292         1875.1
          637.0         772.79         -12.80          15.34           16.4            292         1877.9
          638.0         772.50         -12.81          14.99           16.4            292         1880.7
          639.0         772.24         -12.79          14.76           16.4            292         1883.3
          640.0         771.98         -12.80          14.32           16.4            292         1885.9
          641.0         771.71         -12.79          14.23           16.4            292         1888.5
          642.0         771.47         -12.75          13.91           16.4            292         1890.9
          643.0         771.23         -12.71          13.64           16.4            292         1893.3
          644.0         770.99         -12.70          13.46           16.4            292         1895.7
          645.0         770.72         -12.70          13.28           16.4            292         1898.3
          646.0         770.48         -12.69          13.39           16.4            291         1900.7
          647.0         770.22         -12.72          13.25           16.4            291         1903.3
          648.0         769.96         -12.75          13.07           16.4            291         1905.9
          649.0         769.67         -12.73          12.82           16.4            291         1908.7
          650.0         769.41         -12.68          12.84           16.4            291         1911.3
          651.0         769.13         -12.65          12.46           16.4            291         1914.1
          652.0         768.85         -12.64          12.16           16.4            291         1916.9
          653.0         768.57         -12.66          11.64           16.4            291         1919.7
          654.0         768.28         -12.60          11.10           16.4            290         1922.5
          655.0         768.00         -12.62          11.13           16.4            290         1925.3
          656.0         767.72         -12.62          11.07           16.4            290         1928.1
          657.0         767.46         -12.61          11.05           16.4            290         1930.7
          658.0         767.20         -12.61          10.86           16.5            290         1933.3
          659.0         766.96         -12.55          10.94           16.5            290         1935.7
          660.0         766.70         -12.56          10.74           16.5            290         1938.2
          661.0         766.45         -12.53          10.63           16.5            290         1940.6
          662.0         766.19         -12.57          10.63           16.5            289         1943.2
          663.0         765.93         -12.53          10.60           16.5            289         1945.8
          664.0         765.65         -12.57          10.57           16.5            289         1948.6
          665.0         765.39         -12.56          10.50           16.5            289         1951.2
          666.0         765.11         -12.51          10.57           16.5            289         1954.0
          667.0         764.85         -12.46          10.65           16.6            289         1956.6
          668.0         764.61         -12.53          10.80           16.6            289         1959.0
          669.0         764.37         -12.53          10.80           16.6            289         1961.4
          670.0         764.13         -12.54          10.83           16.6            289         1963.8
          671.0         763.91         -12.60          10.76           16.6            288         1966.0
          672.0         763.67         -12.66          10.77           16.6            288         1968.4
          673.0         763.41         -12.66          10.90           16.6            288         1971.0
          674.0         763.17         -12.64          10.76           16.7            288         1973.4
          675.0         762.93         -12.60          10.71           16.7            288         1975.8
          676.0         762.71         -12.65          10.66           16.7            288         1978.0
          677.0         762.51         -12.67          10.62           16.7            288         1980.0
          678.0         762.31         -12.73          10.82           16.7            288         1982.0
          679.0         762.11         -12.79          10.84           16.8            288         1984.0
          680.0         761.91         -12.80          10.89           16.8            288         1986.0
          681.0         761.69         -12.84          10.92           16.8            288         1988.2
          682.0         761.47         -12.82          10.95           16.8            287         1990.4
          683.0         761.25         -12.86          10.89           16.9            287         1992.6
          684.0         761.03         -12.90          10.84           16.9            287         1994.8
          685.0         760.79         -12.90          10.79           16.9            287         1997.2
          686.0         760.55         -12.92          10.84           16.9            287         1999.6
          687.0         760.30         -12.93          11.00           16.9            287         2002.2
          688.0         760.05         -12.95          11.02           17.0            287         2004.7
          689.0         759.80         -12.94          11.01           17.0            287         2007.2
          690.0         759.55         -12.99          10.97           17.0            287         2009.6
          691.0         759.29         -13.04          10.96           17.0            287         2012.2
          692.0         759.05         -13.04          10.94           17.1            287         2014.7
          693.0         758.82         -13.03          10.94           17.1            287         2017.0
          694.0         758.58         -13.09          10.94           17.1            287         2019.4
          695.0         758.34         -13.12          11.02           17.1            287         2021.8
          696.0         758.12         -13.12          10.98           17.2            287         2024.0
          697.0         757.91         -13.15          10.89           17.2            286         2026.1
          698.0         757.67         -13.19          10.83           17.2            286         2028.5
          699.0         757.45         -13.22          10.86           17.2            286         2030.7
          700.0         757.21         -13.19          11.04           17.2            286         2033.1
          701.0         756.97         -13.15          11.06           17.3            286         2035.5
          702.0         756.73         -13.20          11.14           17.3            286         2037.9
          703.0         756.51         -13.24          11.21           17.3            286         2040.1
          704.0         756.30         -13.21          11.28           17.3            286         2042.3
          705.0         756.10         -13.27          11.40           17.3            286         2044.3
          706.0         755.90         -13.24          11.38           17.4            286         2046.3
          707.0         755.68         -13.29          11.47           17.4            286         2048.5
          708.0         755.46         -13.29          11.50           17.4            286         2050.7
          709.0         755.24         -13.27          11.75           17.4            286         2052.9
          710.0         755.03         -13.21          11.85           17.4            286         2055.1
          711.0         754.83         -13.19          11.95           17.5            286         2057.1
          712.0         754.63         -13.20          11.98           17.5            286         2059.1
          713.0         754.43         -13.31          12.03           17.5            286         2061.1
          714.0         754.21         -13.32          12.08           17.5            286         2063.3
          715.0         754.02         -13.35          12.03           17.5            286         2065.3
          716.0         753.80         -13.37          12.12           17.6            286         2067.5
          717.0         753.60         -13.39          12.23           17.6            286         2069.5
          718.0         753.40         -13.48          12.35           17.6            286         2071.5
          719.0         753.22         -13.54          12.31           17.6            286         2073.3
          720.0         753.03         -13.49          12.40           17.6            286         2075.3
          721.0         752.83         -13.53          12.45           17.6            286         2077.3
          722.0         752.63         -13.50          12.55           17.7            286         2079.3
          723.0         752.43         -13.54          12.56           17.7            286         2081.3
          724.0         752.21         -13.57          12.49           17.7            286         2083.5
          725.0         752.00         -13.56          12.46           17.7            286         2085.7
          726.0         751.78         -13.56          12.54           17.7            286         2087.9
          727.0         751.56         -13.56          12.80           17.7            286         2090.1
          728.0         751.34         -13.62          12.78           17.7            286         2092.3
          729.0         751.15         -13.68          12.77           17.8            286         2094.3
          730.0         750.97         -13.65          12.82           17.8            286         2096.1
          731.0         750.77         -13.65          12.87           17.8            286         2098.1
          732.0         750.57         -13.70          12.93           17.8            286         2100.1
          733.0         750.38         -13.72          12.84           17.8            286         2102.1
          734.0         750.18         -13.78          12.76           17.8            286         2104.1
          735.0         749.96         -13.77          12.77           17.8            286         2106.3
          736.0         749.77         -13.76          12.95           17.8            286         2108.3
          737.0         749.57         -13.70          12.90           17.8            287         2110.3
          738.0         749.35         -13.70          12.89           17.8            287         2112.4
          739.0         749.16         -13.70          12.93           17.9            287         2114.4
          740.0         748.95         -13.74          12.82           17.9            287         2116.5
          741.0         748.76         -13.77          12.88           17.9            287         2118.4
          742.0         748.56         -13.83          12.83           17.9            287         2120.5
          743.0         748.35         -13.88          12.76           17.9            287         2122.6
          744.0         748.19         -13.91          12.81           17.9            287         2124.2
          745.0         747.99         -13.96          12.91           17.9            287         2126.2
          746.0         747.80         -14.02          12.84           17.9            287         2128.2
          747.0         747.62         -14.03          12.77           17.9            287         2130.0
          748.0         747.44         -14.00          12.75           17.9            287         2131.8
          749.0         747.26         -14.03          12.76           17.9            287         2133.6
          750.0         747.09         -14.04          12.89           17.9            287         2135.4
          751.0         746.91         -14.06          12.81           17.9            287         2137.2
          752.0         746.71         -14.04          12.88           17.9            287         2139.2
          753.0         746.52         -14.03          12.88           17.9            287         2141.2
          754.0         746.32         -14.07          12.89           17.9            287         2143.2
          755.0         746.12         -14.09          13.02           17.9            287         2145.2
          756.0         745.91         -14.09          12.96           17.9            287         2147.4
          757.0         745.69         -14.08          13.08           17.9            287         2149.6
          758.0         745.47         -14.09          13.13           17.9            287         2151.8
          759.0         745.26         -14.14          13.26           17.9            287         2154.0
          760.0         745.04         -14.16          13.27           17.9            287         2156.2
          761.0         744.85         -14.19          13.32           17.9            287         2158.2
          762.0         744.65         -14.11          13.28           17.9            287         2160.2
          763.0         744.45         -14.16          13.32           17.9            287         2162.2
          764.0         744.26         -14.23          13.33           17.9            287         2164.2
          765.0         744.08         -14.24          13.13           17.9            287         2166.0
          766.0         743.90         -14.22          13.13           17.9            287         2167.8
          767.0         743.73         -14.25          13.08           18.0            287         2169.6
          768.0         743.55         -14.28          13.21           18.0            287         2171.4
          769.0         743.38         -14.31          13.06           18.0            287         2173.2
          770.0         743.16         -14.28          12.94           18.0            287         2175.4
          771.0         742.96         -14.27          13.07           18.0            287         2177.4
          772.0         742.77         -14.27          13.14           18.0            287         2179.4
          773.0         742.55         -14.28          13.23           18.0            287         2181.6
          774.0         742.34         -14.39          13.15           18.1            287         2183.8
          775.0         742.14         -14.38          13.24           18.1            287         2185.8
          776.0         741.93         -14.37          13.26           18.1            287         2188.0
          777.0         741.71         -14.37          13.36           18.1            286         2190.2
          778.0         741.54         -14.36          13.31           18.1            286         2192.0
          779.0         741.36         -14.34          13.27           18.1            286         2193.8
          780.0         741.20         -14.36          13.28           18.1            286         2195.4
          781.0         741.05         -14.41          13.30           18.2            286         2197.0
          782.0         740.89         -14.36          13.38           18.2            286         2198.5
          783.0         740.71         -14.40          13.28           18.2            286         2200.3
          784.0         740.56         -14.41          13.29           18.2            286         2201.9
          785.0         740.36         -14.40          13.28           18.2            286         2203.9
          786.0         740.17         -14.37          13.34           18.2            286         2205.9
          787.0         739.97         -14.37          13.10           18.3            286         2207.9
          788.0         739.78         -14.41          13.09           18.3            286         2209.9
          789.0         739.56         -14.40          12.93           18.3            285         2212.1
          790.0         739.35         -14.34          12.82           18.3            285         2214.3
          791.0         739.15         -14.30          12.85           18.3            285         2216.3
          792.0         738.98         -14.38          12.55           18.4            285         2218.1
          793.0         738.80         -14.39          12.48           18.4            285         2219.9
          794.0         738.63         -14.37          12.32           18.4            285         2221.7
          795.0         738.49         -14.34          12.35           18.4            285         2223.1
          796.0         738.34         -14.30          12.14           18.5            285         2224.7
          797.0         738.16         -14.25          11.86           18.5            285         2226.5
          798.0         737.99         -14.31          11.72           18.5            285         2228.3
          799.0         737.83         -14.36          11.56           18.5            285         2229.9
          800.0         737.65         -14.33          11.56           18.5            285         2231.8
          801.0         737.47         -14.33          11.36           18.6            285         2233.6
          802.0         737.30         -14.33          11.27           18.6            285         2235.4
          803.0         737.13         -14.32          11.21           18.6            285         2237.1
          804.0         736.94         -14.31          11.13           18.6            285         2239.1
          805.0         736.74         -14.25          10.98           18.6            285         2241.1
          806.0         736.57         -14.22          10.72           18.6            284         2242.9
          807.0         736.39         -14.14          10.45           18.7            284         2244.7
          808.0         736.22         -14.12          10.17           18.7            284         2246.5
          809.0         736.04         -14.13          10.08           18.7            284         2248.3
          810.0         735.87         -14.04           9.68           18.7            284         2250.1
          811.0         735.67         -14.01           9.40           18.7            284         2252.1
          812.0         735.48         -13.97           9.09           18.7            284         2254.1
          813.0         735.29         -13.95           9.17           18.7            284         2256.1
          814.0         735.09         -13.90           8.88           18.8            284         2258.1
          815.0         734.90         -13.90           8.71           18.8            284         2260.1
          816.0         734.71         -13.90           8.57           18.8            284         2262.1
          817.0         734.51         -13.91           8.46           18.8            284         2264.1
          818.0         734.32         -13.90           8.49           18.8            284         2266.1
          819.0         734.13         -13.84           8.35           18.8            284         2268.1
          820.0         733.93         -13.87           8.20           18.8            284         2270.1
          821.0         733.74         -13.83           7.99           18.8            284         2272.1
          822.0         733.55         -13.85           8.11           18.8            284         2274.1
          823.0         733.35         -13.85           7.92           18.8            284         2276.1
          824.0         733.16         -13.81           7.82           18.8            284         2278.1
          825.0         732.97         -13.77           7.60           18.8            284         2280.1
          826.0         732.78         -13.72           7.52           18.8            284         2282.0
          827.0         732.60         -13.68           7.63           18.8            284         2283.8
          828.0         732.43         -13.68           7.25           18.8            284         2285.6
          829.0         732.26         -13.63           6.95           18.8            284         2287.4
          830.0         732.08         -13.60           6.47           18.8            284         2289.2
          831.0         731.91         -13.53           6.08           18.8            284         2291.0
          832.0         731.72         -13.46           6.19           18.8            284         2293.0
          833.0         731.52         -13.43           6.12           18.8            284         2295.0
          834.0         731.31         -13.44           6.21           18.8            284         2297.2
          835.0         731.12         -13.44           6.33           18.8            284         2299.2
          836.0         730.91         -13.40           6.50           18.8            284         2301.4
          837.0         730.70         -13.40           6.42           18.8            284         2303.6
          838.0         730.49         -13.42           6.45           18.8            284         2305.8
          839.0         730.30         -13.40           6.56           18.8            284         2307.8
          840.0         730.08         -13.40           6.70           18.8            285         2310.0
          841.0         729.89         -13.43           6.75           18.8            285         2312.0
          842.0         729.70         -13.46           6.80           18.8            285         2314.0
          843.0         729.51         -13.45           6.88           18.8            285         2316.0
          844.0         729.32         -13.44           6.93           18.8            285         2318.0
          845.0         729.13         -13.45           7.01           18.8            285         2320.0
          846.0         728.93         -13.47           6.85           18.7            285         2322.0
          847.0         728.74         -13.47           6.88           18.7            285         2324.0
          848.0         728.55         -13.47           6.94           18.7            285         2326.0
          849.0         728.36         -13.47           7.07           18.7            285         2328.0
          850.0         728.17         -13.44           7.11           18.7            285         2330.0
          851.0         727.98         -13.45           7.12           18.7            285         2332.0
          852.0         727.79         -13.39           7.14           18.7            285         2334.0
          853.0         727.59         -13.38           7.16           18.7            285         2336.0
          854.0         727.40         -13.42           7.24           18.7            285         2338.0
          855.0         727.21         -13.40           7.14           18.7            285         2340.0
          856.0         727.00         -13.38           7.11           18.7            285         2342.2
          857.0         726.80         -13.38           7.09           18.7            285         2344.3
          858.0         726.60         -13.38           7.06           18.7            285         2346.4
          859.0         726.39         -13.41           7.04           18.7            285         2348.6
          860.0         726.18         -13.44           7.07           18.7            285         2350.8
          861.0         725.95         -13.41           6.99           18.7            285         2353.2
          862.0         725.74         -13.35           6.95           18.7            285         2355.4
          863.0         725.51         -13.37           7.10           18.7            285         2357.8
          864.0         725.30         -13.36           6.95           18.7            285         2360.0
          865.0         725.10         -13.41           6.82           18.8            285         2362.2
          866.0         724.90         -13.44           6.76           18.8            285         2364.1
          867.0         724.71         -13.46           6.54           18.8            285         2366.1
          868.0         724.54         -13.42           6.51           18.8            285         2367.9
          869.0         724.35         -13.40           6.36           18.8            285         2369.9
          870.0         724.16         -13.44           6.23           18.8            286         2371.9
          871.0         723.97         -13.43           6.02           18.8            286         2373.9
          872.0         723.78         -13.37           6.00           18.8            286         2375.9
          873.0         723.59         -13.34           5.62           18.8            286         2377.9
          874.0         723.40         -13.27           5.38           18.9            286         2379.9
          875.0         723.21         -13.24           4.99           18.9            286         2381.9
          876.0         723.02         -13.17           4.66           18.9            286         2383.9
          877.0         722.81         -13.12           4.89           18.9            286         2386.1
          878.0         722.60         -13.10           4.70           18.9            286         2388.3
          879.0         722.40         -13.09           4.64           18.9            286         2390.5
          880.0         722.17         -13.02           4.46           18.9            286         2392.9
          881.0         721.94         -13.00           4.61           19.0            286         2395.3
          882.0         721.71         -13.00           4.47           19.0            286         2397.7
          883.0         721.49         -13.03           4.42           19.0            286         2400.1
          884.0         721.28         -12.99           4.38           19.0            286         2402.3
          885.0         721.07         -12.93           4.29           19.0            286         2404.5
          886.0         720.86         -12.94           4.34           19.1            286         2406.7
          887.0         720.67         -12.97           4.15           19.1            286         2408.7
          888.0         720.48         -12.97           4.02           19.1            286         2410.7
          889.0         720.28         -12.96           3.78           19.1            286         2412.9
          890.0         720.11         -12.95           3.90           19.1            286         2414.7
          891.0         719.92         -12.93           3.70           19.2            286         2416.7
          892.0         719.73         -12.88           3.55           19.2            286         2418.7
          893.0         719.54         -12.87           3.51           19.2            286         2420.7
          894.0         719.33         -12.85           3.47           19.2            286         2422.9
          895.0         719.11         -12.86           3.49           19.3            286         2425.3
          896.0         718.88         -12.84           3.35           19.3            286         2427.7
          897.0         718.65         -12.85           3.31           19.3            286         2430.1
          898.0         718.43         -12.79           3.33           19.3            286         2432.5
          899.0         718.22         -12.83           3.44           19.3            286         2434.7
          900.0         718.01         -12.83           3.39           19.4            286         2436.9
          901.0         717.83         -12.85           3.35           19.4            286         2438.9
          902.0         717.64         -12.79           3.35           19.4            286         2440.9
          903.0         717.45         -12.85           3.30           19.4            286         2442.8
          904.0         717.26         -12.92           3.41           19.4            286         2444.8
          905.0         717.07         -12.91           3.38           19.4            286         2446.8
          906.0         716.89         -12.92           3.35           19.5            286         2448.8
          907.0         716.70         -12.92           3.36           19.5            286         2450.8
          908.0         716.49         -12.92           3.39           19.5            286         2453.0
          909.0         716.27         -12.92           3.50           19.5            286         2455.4
          910.0         716.04         -12.92           3.49           19.5            286         2457.8
          911.0         715.81         -12.92           3.47           19.5            286         2460.2
          912.0         715.59         -12.95           3.40           19.6            286         2462.6
          913.0         715.38         -12.98           3.60           19.6            286         2464.8
          914.0         715.20         -13.00           3.54           19.6            286         2466.8
          915.0         715.01         -12.98           3.59           19.6            286         2468.8
          916.0         714.82         -13.00           3.61           19.6            286         2470.8
          917.0         714.61         -13.01           3.59           19.7            286         2473.0
          918.0         714.41         -13.06           3.60           19.7            286         2475.2
          919.0         714.20         -13.07           3.47           19.7            286         2477.4
          920.0         714.00         -13.06           3.46           19.7            286         2479.6
          921.0         713.79         -13.05           3.53           19.7            286         2481.8
          922.0         713.58         -13.05           3.73           19.7            286         2484.0
          923.0         713.38         -13.07           3.71           19.8            286         2486.2
          924.0         713.17         -13.00           3.57           19.8            286         2488.4
          925.0         712.97         -12.97           3.50           19.8            286         2490.6
          926.0         712.76         -12.93           3.41           19.8            286         2492.8
          927.0         712.57         -12.88           3.60           19.8            286         2494.8
          928.0         712.37         -12.94           3.69           19.9            286         2497.0
          929.0         712.16         -12.94           3.77           19.9            286         2499.2
          930.0         711.94         -13.00           3.84           19.9            286         2501.6
          931.0         711.71         -13.06           3.85           19.9            286         2504.0
          932.0         711.49         -13.04           3.85           19.9            286         2506.4
          933.0         711.29         -12.97           3.82           19.9            286         2508.6
          934.0         711.06         -13.02           3.83           19.9            286         2511.0
          935.0         710.86         -13.02           3.92           20.0            286         2513.2
          936.0         710.65         -13.06           3.89           20.0            286         2515.4
          937.0         710.45         -13.07           3.86           20.0            286         2517.6
          938.0         710.22         -13.02           3.82           20.0            286         2520.0
          939.0         710.02         -13.08           3.85           20.0            286         2522.1
          940.0         709.81         -13.09           3.95           20.0            286         2524.3
          941.0         709.61         -13.09           3.85           20.0            286         2526.5
          942.0         709.40         -13.10           3.73           20.1            286         2528.7
          943.0         709.20         -13.12           3.63           20.1            286         2530.9
          944.0         708.99         -13.11           3.59           20.1            286         2533.1
          945.0         708.79         -13.11           3.65           20.1            286         2535.3
          946.0         708.58         -13.13           3.62           20.1            286         2537.5
          947.0         708.36         -13.13           3.64           20.1            286         2539.9
          948.0         708.16         -13.13           3.56           20.2            286         2542.1
          949.0         707.95         -13.14           3.67           20.2            286         2544.3
          950.0         707.75         -13.14           3.60           20.2            286         2546.5
          951.0         707.54         -13.14           3.59           20.2            286         2548.7
          952.0         707.36         -13.14           3.54           20.2            286         2550.7
          953.0         707.17         -13.13           3.60           20.2            286         2552.7
          954.0         706.99         -13.13           3.66           20.3            286         2554.7
          955.0         706.80         -13.14           3.56           20.3            286         2556.7
          956.0         706.61         -13.14           3.55           20.3            286         2558.8
          957.0         706.42         -13.20           3.59           20.3            286         2560.8
          958.0         706.21         -13.21           3.65           20.3            286         2563.1
          959.0         706.00         -13.19           3.53           20.3            286         2565.3
          960.0         705.80         -13.18           3.48           20.3            286         2567.5
          961.0         705.60         -13.18           3.53           20.4            286         2569.7
          962.0         705.41         -13.18           3.52           20.4            286         2571.7
          963.0         705.23         -13.18           3.68           20.4            286         2573.7
          964.0         705.02         -13.18           3.60           20.4            286         2575.9
          965.0         704.82         -13.23           3.55           20.4            286         2578.1
          966.0         704.62         -13.21           3.58           20.4            286         2580.3
          967.0         704.39         -13.21           3.69           20.4            286         2582.7
          968.0         704.17         -13.21           3.64           20.4            286         2585.1
          969.0         703.95         -13.27           3.63           20.5            286         2587.5
          970.0         703.73         -13.27           3.66           20.5            286         2589.9
          971.0         703.49         -13.26           3.67           20.5            286         2592.5
          972.0         703.27         -13.26           3.78           20.5            286         2594.9
          973.0         703.03         -13.26           3.83           20.5            286         2597.4
          974.0         702.79         -13.26           3.81           20.5            286         2600.0
          975.0         702.55         -13.27           3.72           20.5            286         2602.6
          976.0         702.33         -13.32           3.79           20.5            286         2605.0
          977.0         702.10         -13.32           3.72           20.6            286         2607.4
          978.0         701.88         -13.32           3.71           20.6            286         2609.8
          979.0         701.68         -13.36           3.71           20.6            286         2612.0
